Event	Astro_ependymal	Cerebellum	Cholinergic_monoaminergic	Cortex_hippocampus_thalamus	Cortex_hippocampus	di_mesencephalon_1	di_mesencephalon_2	Ensheathing_satelliteGlia	Granule_neurons	Hindbrain	Immune	Medium_spiny_neurons	Neuroblasts_1	Neuroblasts_2	Olfactory_bulb	Oligo_dendrocyte	Peptidergic	Spinal_cord_1	Spinal_cord_2	Vascular
Nxph3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmym1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Il1r1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lingo4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cdhr1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Sim1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Slc4a5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ret	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lims2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Prok2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ccsap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ecel1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Htr1b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bcl2a1b	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Mfsd2a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acbd7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Wnt2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Clic6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjd2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dao	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam46a	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
D930028M14Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctss	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Hoxc6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pla2g5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gjb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lhx9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Espn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Kcnv1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042O10Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Trem2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nmb	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Nefh	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Platr17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tmem26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13205	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col6a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dkkl1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf152	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Tnnt1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2410004P03Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barhl1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccr6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Col1a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Egln3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Egfr	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhlhe22	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ntf3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A830009L08Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ugt8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Islr	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clmp	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Igf1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Brca1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ndst4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Resp18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
Ntn1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ceacam10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gpr139	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gfap	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500009L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Mdk	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Dlx5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Lpl	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Card10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ido1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Kit	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shox2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwc2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gadd45a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Spink8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkd2l1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Sox11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Hoxb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Meis2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Gm26644	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spp1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mboat7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Il22	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim66	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pkib	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Slc17a7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gjb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Tpbg	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnoc	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Pltp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Lhx1os	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrg2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Slc13a3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nmu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Relt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Dgkg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Satb2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gkn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dlx2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Grm2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nxph1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Myl4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Slc6a4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Qpct	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhx2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cbln4	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
A830036E02Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxc8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Hoxa9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
B3gat2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Chodl	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zic4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Dlx1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Krt12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tiam2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Trp73	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k7cl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cnksr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Cldn5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Gch1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyz2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Shisa3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Cpne6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sst	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrm2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr5b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpne4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lhx5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col25a1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fgfr3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Nrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Rln3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tmie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Elfn1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcyap1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otx1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf182	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlc1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rem2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tbr1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnr1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnh3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Kctd12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scn4b	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sorcs1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Kcnk3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ccdc155	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrna6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasl11a	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc10a4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clca3a1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
C1ql1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Tyrp1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Klhl14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A730017C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Neurod1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C130021I20Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb5os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RP23-366O14.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Casp1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Steap2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Garnl3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc7a10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cacng5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ntsr2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slc32a1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cnih3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Id4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou4f2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcns3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rell1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc55	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Atp6ap1l	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Trpc3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Crym	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbp4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxcl2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Nr2f2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plagl1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Baiap2l1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgrd1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Slc36a2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2s1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Htr3a	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrg1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4833422C13Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thbd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Kcnip2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Dclk3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
En1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccna1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teddm3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Hhip	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Nog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cadps2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pax6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calb1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs3st2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sema3f	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Opalin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ccrl2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ucn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
4930426D05Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tph2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tmem163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fam131c	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Kank3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ibsp	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ngf	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfm3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Higd1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ppp1r14c	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vamp1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Oprk1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agt	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ncmap	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Cfap221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Id2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Myl1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdc	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adra2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Irx4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Itpr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Rpp25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pbk	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Meox1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Slc7a14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fezf1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Fzd7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Irx1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ctxn3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
C1ql2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Smim17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr1a	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maob	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc18a3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oscp1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ipcef1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdyn	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb3a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Rgs16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ntng1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tshz3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ttr	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selplg	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gdf10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnj8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ucn	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ube2c	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Klhl13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933407L21Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpz	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mpped1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Wfdc2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Slc25a18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Htr1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Lhfpl3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Igsf3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lypd1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rspo3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Lbx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Emx1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Hdhd3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebf1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2810459M11Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxa10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Pde1c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Stac2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cdc20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Spp2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab9b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxb4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Fam178b	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Fam214a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
